2022-05-17 14:12:21.932365,33379515,999,9,Рюкзаки
2022-05-17 14:12:31.351283,33226018,2079,20,Рюкзаки
2022-05-17 14:12:33.929099,63416617,341,3,Джеггинсы
2022-05-17 14:12:34.319667,63780632,356,3,Джеггинсы
2022-05-17 14:12:35.975674,63617219,520,5,Джеггинсы
